anon_userid,Timestamp,Answer Rank,Who Am I?,sorting,coder,Code,Valence
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,17,SINGING IS AWESOME!!!,0.059736427,clara,26,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,20,I LOVE VOLLEYBALL!!!!!??,0.085419538,clara,29,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,20,I LOVE VOLLEYBALL!!!!!??,0.085419538,clara,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,1,I am a volleyball player.,0.107986551,clara,29,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,19,I hate snakes and cats (FIRST NAME & ANOTHER FIRST NAME).,0.17198181,clara,24,negative
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,3,I am an actress.,0.208765917,clara,26,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,12,Mathia is better then iready.,0.219949752,clara,47,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,2,I am a singer.,0.282962986,clara,26,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,13,VOLLEYBALL IS AWESOME!!!!!,0.336440505,clara,29,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,9,I love songwriting.,0.37459552700000004,clara,26,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,9,I love songwriting.,0.37459552700000004,clara,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,14,I am in 8th grade.,0.43818731,clara,22,8thgrade
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,14,I am in 8th grade.,0.43818731,clara,4,8thgrade
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,14,I am in 8th grade.,0.43818731,clara,14,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,15,I am 14.,0.466200127,clara,4,14
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,8,I love music.,0.468074675,clara,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,18,Drawing funny things is fun.,0.545719297,frank,26,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,6,I am a Star Wars fan.,0.547597121,frank,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,16,I like writing poems.,0.571334075,frank,26,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,16,I like writing poems.,0.571334075,frank,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,16,I like writing poems.,0.571334075,frank,25,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,11,I like using Staedtler erasers.,0.8279455640000001,frank,31,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,11,I like using Staedtler erasers.,0.8279455640000001,frank,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,7,I am a Marvel fan.,0.854795814,frank,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,5,I am a ukulele player.,0.965998452,frank,26,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,10,I love my friends.,0.9856530640000001,frank,24,positive
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,10,I love my friends.,0.9856530640000001,frank,10,neutral
stu_UGGVA3982I,2022/03/15 1:57:14 PM AST,4,I am a piano player.,0.987177379,frank,26,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,3,a hopeless romantic,0.007810667,clara,45,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,4,a singer,0.009007105,clara,26,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,15,a comedian,0.029976015,clara,45,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,2,a poet,0.145926029,clara,26,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,17,a dog lover,0.20757186600000002,clara,24,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,5,a romance novel lover,0.288173432,clara,25,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,5,a romance novel lover,0.288173432,clara,24,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,16,someone who loves their hair curlers,0.41133433399999997,clara,31,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,16,someone who loves their hair curlers,0.41133433399999997,clara,24,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,8,a mushroom lover,0.44284604299999997,clara,24,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,6,an emotional person,0.46608722399999997,clara,45,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,9,an artistic mind,0.479141858,clara,26,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,13,an old soul,0.51594805,frank,19,none
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,19,a swiftie,0.553985097,frank,24,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,18,[A POPULAR TV SHOW WEBSITE] member,0.605534782,frank,27,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,1,A swimmer,0.7036001890000001,frank,29,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,14,a passionate athlete,0.7451732959999999,frank,29,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,12,a music lover,0.74970177,frank,26,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,12,a music lover,0.74970177,frank,24,positive
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,7,a pisces,0.756325397,frank,22,pisces
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,20,a stresser,0.884117391,frank,45,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,10,a shoe collector,0.885021735,frank,30,neutral
stu_VVZZF7786I,2022/03/15 1:57:05 PM AST,11,someone who is allergic to pollen,0.8861786009999999,frank,36,neutral
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,7,ur great grandma,0.093428429,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,9,a straight person,0.126932257,clara,3,straight
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,19,[FRIEND'S FIRST NAME] father,0.15351897,clara,10,neutral
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,17,TREEE,0.232446326,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,15,They hating,0.31548461699999997,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,6,ur grandpa,0.374394389,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,16,told me to try to catch them dirty,0.37927835200000004,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,18,[FAMOUS BASEBALL PLAYER],0.41140496299999996,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,12,A Table,0.41729288299999995,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,8,ur great grandpa,0.41978322,clara,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,13,Helicopter Helicopter,0.529342816,frank,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,3,ur uncle,0.5298664439999999,frank,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,1,ur mother,0.542380581,frank,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,11,I don't know you tell me,0.543061948,frank,20,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,5,ur grandma,0.599357335,frank,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,20,POKEMON GOTTA CATCH THEM ALL,0.661555546,frank,28,neutral
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,4,ur aunt,0.908564012,frank,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,2,ur father,0.90929376,frank,48,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,10,[FIRST & LAST NAME],0.9418338940000001,frank,5,none
stu_XDOLV9291L,2022/03/15 5:15:47 PM AST,14,They see me rolling,0.943305067,frank,48,none
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,1,A female.,0.080219823,clara,1,female
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,6,Someone that is failing my classes.,0.081282822,clara,14,negative
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,13,Water polo player.,0.285398007,clara,29,neutral
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,2,I am white/European and Armenian.  Like the Kardashians :).,0.345011698,clara,7,armenian
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,2,I am white/European and Armenian.  Like the Kardashians :).,0.345011698,clara,6,white
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,4,Someone with adhd.,0.382988789,clara,38,none
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,11,Sister.,0.49868326399999996,clara,12,positive
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,11,Sister.,0.49868326399999996,clara,2,girl
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,18,,0.563945617,frank,48,none
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,12,Friend.,0.566562644,frank,10,neutral
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,16,,0.578091892,frank,48,none
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,5,Someone with anxiety.,0.5971561479999999,frank,37,neutral
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,10,I am very privileged money wise and very grateful for it.,0.687627964,frank,34,rich
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,8,Atheist.,0.782936503,frank,16,atheist
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,9,Supporter of the lgbtq+ community and blm.,0.807317705,frank,23,"lgbtq,blm supporter"
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,7,Pansexual.,0.84438394,frank,3,pansexual
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,19,,0.949725233,frank,48,none
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,3,Someone that was depressed over Covid.,0.952115811,frank,37,neutral
stu_ZCTSK2718U,2022/03/15 5:20:28 PM AST,17,,0.982529595,frank,48,none
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,16,A child,0.00290839,clara,22,child
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,16,A child,0.00290839,clara,4,child
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,10,A human,0.010552825,clara,21,none
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,1,A middle schooler,0.010835118999999999,clara,22,middle schooler
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,18,A person,0.282649097,clara,21,none
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,6,A human,0.31038181600000003,clara,21,none
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,13,A person filling out this survey.,0.434411289,clara,47,neutral
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,5,A nintendo fan in general,0.527717959,frank,28,positive
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,5,A nintendo fan in general,0.527717959,frank,24,positive
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,20,A DC hater kind of,0.575362799,frank,24,negative
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,7,A proud Armenian,0.580125976,frank,7,armenian
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,14,A Mr. [TEACHER NAME] hater,0.599087646,frank,24,negative
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,15,A minor,0.640441222,frank,4,child
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,2,A kid who is good at math,0.682304111,frank,25,positive
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,2,A kid who is good at math,0.682304111,frank,4,child
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,17,A person,0.70221949,frank,21,none
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,19,A Marvel and Star Wars fan,0.763082893,frank,24,positive
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,8,A very nonathletic person,0.8356560259999999,frank,29,neutral
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,3,A pokemon fan,0.8395958370000001,frank,27,neutral
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,3,A pokemon fan,0.8395958370000001,frank,24,positive
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,4,A zelda fan,0.844611675,frank,29,neutral
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,4,A zelda fan,0.844611675,frank,24,positive
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,11,A dude,0.920526596,frank,2,boy
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,9,A person,0.965192527,frank,19,none
stu_ZWGAX6637V,2022/03/15 1:56:31 PM AST,12,A Mathia user,0.98522038,frank,22,mathia user
