stu_id,cls_id,sch_id,BROMP Observed?,variable,Who am I?,Random values for sorting,Rater Assigned,code,valence,note
stu_YGBLH44260,cls_IZNZG32572,sch_KACVP55227,YES,TST Respose 7,I am somebody that has trouble paying attention.,0.597195954,Frank,45,neutral,
stu_IGWBR81023,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 12,i am size 4 in shoes,0.597287235,Frank,35,neutral,
stu_STIXI97047,cls_CXLDP17094,sch_KACVP55227,,TST Respose 12,I am [LAST NAME] .,0.597440527,Frank,5,none,
stu_CTAZU65504,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 13,I run track,0.597615795,Frank,29,neutral,
stu_WXAMH04104,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 7,i like drawing,0.597787725,Frank,26,positive,
stu_WXAMH04104,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 7,i like drawing,0.597787725,Frank,24,positive,
stu_DJCZE13885,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 9,I am Haitian and Russian.,0.597927678,Frank,7,haitian and russian,
stu_UJNMI16598,cls_OUKFK08724,sch_RSWHG50450,,TST Respose 16,Italian,0.598222346,Frank,7,italian,
stu_MIJEQ06664,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 16,I like my sis,0.598323912,Frank,24,positive,
stu_MIJEQ06664,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 16,I like my sis,0.598323912,Frank,12,positive,
stu_CWQDV67579,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 15,I like science,0.5983697,Frank,25,positive,
stu_CWQDV67579,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 15,I like science,0.5983697,Frank,24,positive,
stu_LKAAV41369,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 20,i like birds,0.598438451,Frank,24,positive,
stu_PYEUW09959,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 7,I like to watch horror and thriller movies,0.598481557,Frank,31,positive,
stu_PYEUW09959,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 7,I like to watch horror and thriller movies,0.598481557,Frank,24,positive,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 11,i am motivated,0.598772088,Frank,41,positive,
stu_SOWGI28002,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 11,I am someone loves walking with my friends,0.599278137,Frank,24,positive,
stu_SOWGI28002,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 11,I am someone loves walking with my friends,0.599278137,Frank,10,positive,
stu_HEPWQ98561,cls_ZUQLK09797,sch_KACVP55227,,TST Respose 17,"i love my best friend, shes half of my cousin",0.600541733,Frank,24,positive,
stu_HEPWQ98561,cls_ZUQLK09797,sch_KACVP55227,,TST Respose 17,"i love my best friend, shes half of my cousin",0.600541733,Frank,10,positive,
stu_HEPWQ98561,cls_ZUQLK09797,sch_KACVP55227,,TST Respose 17,"i love my best friend, shes half of my cousin",0.600541733,Frank,12,positive,
stu_LTSJK02079,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 9,I like cheetahs,0.600623945,Frank,24,positive,
stu_CINVJ49388,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 19,i am haitian,0.600635577,Frank,7,haitian,
stu_LKAAV41369,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 16,i have black hair,0.600703774,Frank,35,neutral,
stu_MMNSJ38829,cls_YLGBO89611,sch_KACVP55227,,TST Respose 3,I like to be explained why I am wrong.,0.600711532,Frank,43,positive,
stu_MMNSJ38829,cls_YLGBO89611,sch_KACVP55227,,TST Respose 3,I like to be explained why I am wrong.,0.600711532,Frank,24,positive,
stu_RUZUK44953,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 4,I am a person who kind of likes work,0.600715654,Frank,24,positive,
stu_RUZUK44953,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 4,I am a person who kind of likes work,0.600715654,Frank,21,positive,
stu_VTRUH97046,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 5,I am 12 years old.,0.600749682,Frank,4,12,
stu_QPHPK12517,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 10,i am tall,0.600804367,Frank,35,neutral,
stu_MMNSJ38829,cls_YLGBO89611,sch_KACVP55227,,TST Respose 12,I like to watch Miraculous ladybug.,0.601443045,Frank,31,positive,
stu_MMNSJ38829,cls_YLGBO89611,sch_KACVP55227,,TST Respose 12,I like to watch Miraculous ladybug.,0.601443045,Frank,24,positive,
stu_PJCOJ15115,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 18,I am fast,0.601516654,Frank,43,positive,
stu_THKBG93560,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 5,I'm not a supporter of LGTBQ.,0.60155088,Frank,23,anti-lgbtq,
stu_EUWJA76858,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 1,I am [FIRST NAME].,0.602277234,Frank,5,none,
stu_RUZUK44953,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 18,I am someone who sometimes speaks another language at home but is not fluent at it,0.602417661,Frank,25,neutral,
stu_RUZUK44953,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 18,I am someone who sometimes speaks another language at home but is not fluent at it,0.602417661,Frank,22,speaksanotherlanguage,
stu_FPTDO32773,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 16,Loyal,0.602483336,Frank,43,positive,
stu_PSHPN85751,cls_SYHWK05211,sch_KACVP55227,,TST Respose 4,im a soccer player,0.603395769,Frank,29,neutral,
stu_PJCOJ15115,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 12,I am a nike merchant,0.603790725,Frank,13,neutral,
stu_XHGVP79664,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 5,Im european,0.604473825,Frank,8,european,
stu_BDAZF88230,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 9,I am a risktaker,0.60451885,Frank,42,neutral,
stu_YBWGX96937,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 7,i not like SOCIAL STUDIE,0.604542054,Frank,25,negative,
stu_YBWGX96937,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 7,i not like SOCIAL STUDIE,0.604542054,Frank,24,negative,
stu_FQKSK24193,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 3,i like to swim,0.604955336,Frank,29,positive,
stu_FQKSK24193,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 3,i like to swim,0.604955336,Frank,24,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 6,I like reading,0.604958476,Frank,25,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 6,I like reading,0.604958476,Frank,24,positive,
stu_KGOWI06896,cls_AJBUO63250,sch_KACVP55227,,TST Respose 18,I like to be cozy,0.605105446,Frank,24,positive,
stu_CPAQO78519,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 18,I am someone who likes to play jepordy,0.605123721,Frank,28,positive,
stu_CPAQO78519,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 18,I am someone who likes to play jepordy,0.605123721,Frank,24,positive,
stu_ROXAU39801,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 12,I am a Haitian American,0.605336737,Frank,8,american,
stu_ROXAU39801,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 12,I am a Haitian American,0.605336737,Frank,7,haitian,
stu_OAZKI17777,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 2,An artist,0.605485591,Frank,26,neutral,
stu_QQAHK93946,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 12,I can write in other langues,0.605679693,Frank,43,positive,
stu_GXMFA19655,cls_PQLMX93290,sch_SIWHM63035,YES,TST Respose 14,i wanna be a docter,0.605766928,Frank,13,neutral,
stu_EJIML93711,cls_AJBUO63250,sch_KACVP55227,,TST Respose 2,I like pink,0.60582354,Frank,24,positive,
stu_MKEGQ97127,cls_GIJEF48865,sch_KACVP55227,,TST Respose 11,I'm a neat looking person,0.605942373,Frank,35,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 9,i like the waterslides,0.60602601,Frank,24,positive,
stu_MXNSB23169,cls_HJQZF25095,sch_KACVP55227,,TST Respose 9,I speak fluent yapanness.,0.6061931,Frank,44,neutral,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 7,I like doing matha,0.606697949,Frank,25,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 7,I like doing matha,0.606697949,Frank,24,positive,
stu_MKEGQ97127,cls_GIJEF48865,sch_KACVP55227,,TST Respose 12,I'm a brown eyed person,0.606990328,Frank,35,neutral,
stu_MKEGQ97127,cls_GIJEF48865,sch_KACVP55227,,TST Respose 12,I'm a brown eyed person,0.606990328,Frank,21,none,
stu_MTCIM85775,cls_TNHXN45809,sch_RSWHG50450,,TST Respose 16,A student,0.607176402,Frank,14,neutral,
stu_SULZI60933,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 13,i have brown eyes,0.607370028,Frank,35,neutral,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 6,I try to have good grades,0.607860314,Frank,43,positive,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 6,I try to have good grades,0.607860314,Frank,14,positive,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 6,I try to have good grades,0.607860314,Frank,25,positive,
stu_CTAZU65504,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 7,I am babysitter,0.607925969,Frank,13,neutral,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 12,I love my phone and being on it.,0.608191758,Frank,27,positive,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 12,I love my phone and being on it.,0.608191758,Frank,24,positive,
stu_RSKDK68207,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 6,I like the color pink.,0.608223194,Frank,24,positive,
stu_HBPKA70291,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 4,cape verdan,0.608291467,Frank,7,cape verdean,
stu_TSQUQ54202,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 14,I am myself.,0.608493816,Frank,19,none,
stu_CWQDV67579,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 6,I like gym,0.608835502,Frank,29,positive,
stu_CWQDV67579,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 6,I like gym,0.608835502,Frank,24,positive,
stu_WDDQQ92015,cls_YLGBO89611,sch_KACVP55227,,TST Respose 8,i am a student,0.609199916,Frank,14,neutral,
stu_NWRRN03456,cls_MCLLA54915,sch_KACVP55227,,TST Respose 2,I have 9555 coins on MATH Stream,0.609822035,Frank,47,neutral,
stu_LJAAE92948,cls_ERQJB18593,sch_QQLIR33891,YES,TST Respose 16,I have 2 step brothers,0.609849003,Frank,12,neutral,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 1,I play softball,0.610658784,Frank,29,neutral,
stu_WXAMH04104,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 1,im am male,0.610703096,Frank,1,m,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 8,i am a helping person,0.610852875,Frank,44,positive,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 8,i am a helping person,0.610852875,Frank,21,none,
stu_LDUML32113,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 5,im an only child,0.610884017,Frank,12,neutral,
stu_LDUML32113,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 5,im an only child,0.610884017,Frank,4,child,
stu_BDAZF88230,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 5,I am the youngest child,0.611237922,Frank,12,neutral,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 6,i am a respectfully person,0.611294536,Frank,44,positive,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 6,i am a respectfully person,0.611294536,Frank,21,none,
stu_YSQPA55709,cls_OUMSN73782,sch_QQLIR33891,,TST Respose 1,im a 12 year old north student,0.61145594,Frank,14,neutral,
stu_YSQPA55709,cls_OUMSN73782,sch_QQLIR33891,,TST Respose 1,im a 12 year old north student,0.61145594,Frank,4,12,
stu_TYPZX10676,cls_YLGBO89611,sch_KACVP55227,,TST Respose 9,i like when they give rewards,0.611718456,Frank,24,positive,
stu_ORUUL82324,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 11,I like to listen to music when i'm sad,0.611737723,Frank,45,neutral,
stu_ORUUL82324,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 11,I like to listen to music when i'm sad,0.611737723,Frank,24,positive,
stu_ORUUL82324,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 11,I like to listen to music when i'm sad,0.611737723,Frank,31,positive,
stu_FTOYB42084,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 10,im responsible,0.611761436,Frank,43,positive,
stu_OCRTY88035,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 16,I am someone that want to go to waterwizz.,0.611910821,Frank,47,neutral,
stu_FSPCV10901,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 6,I am a gamer.,0.612000521,Frank,28,positive,
stu_EQSJM78476,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 14,I like doritoes,0.612284279,Frank,24,positive,
stu_MXNSB23169,cls_HJQZF25095,sch_KACVP55227,,TST Respose 11,I dont like school.,0.612338316,Frank,24,negative,
stu_MXNSB23169,cls_HJQZF25095,sch_KACVP55227,,TST Respose 11,I dont like school.,0.612338316,Frank,14,negative,
stu_PKXZK94759,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 17,I love jewlery,0.612379451,Frank,30,positive,
stu_PKXZK94759,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 17,I love jewlery,0.612379451,Frank,24,positive,
stu_CDGKD03653,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 18,i like basketball,0.612633595,Frank,29,positive,
stu_CDGKD03653,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 18,i like basketball,0.612633595,Frank,24,positive,
stu_NWVEW24693,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 20,my middle name is [MIDDLE NAME],0.612656027,Frank,5,none,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 20,My favorite vegetable is cucumber with salt,0.612676543,Frank,24,positive,
stu_XKMAG80800,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 14,I like food,0.613419612,Frank,24,positive,
stu_UHXBA77476,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 6,I like to travel,0.6138961,Frank,31,positive,
stu_UHXBA77476,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 6,I like to travel,0.6138961,Frank,24,positive,
stu_JUQPD47363,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 18,I am asthmatic.,0.613980086,Frank,36,negative,
stu_RUZUK44953,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 20,I am someone with perseverance.,0.614320803,Frank,41,positive,
stu_XHGVP79664,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 18,I like space,0.614392781,Frank,44,positive,
stu_XHGVP79664,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 18,I like space,0.614392781,Frank,24,positive,
stu_CULOH75877,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 16,I play basketball,0.615451809,Frank,29,neutral,
stu_CTAZU65504,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 8,I am the oldest child,0.615502235,Frank,4,child,
stu_MKEGQ97127,cls_GIJEF48865,sch_KACVP55227,,TST Respose 2,I'm short,0.615614159,Frank,35,neutral,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 18,I want to be a professional basketball player,0.616123035,Frank,29,neutral,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 18,I want to be a professional basketball player,0.616123035,Frank,13,neutral,
stu_RDOVU20570,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 4,I am someone who likes to read,0.616686842,Frank,25,positive,
stu_RDOVU20570,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 4,I am someone who likes to read,0.616686842,Frank,24,positive,
stu_QOGPO20181,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 9,l'm kind to my friends,0.616815575,Frank,44,positive,
stu_QOGPO20181,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 9,l'm kind to my friends,0.616815575,Frank,10,positive,
stu_VOXTG50835,cls_NUSEI70378,sch_KACVP55227,,TST Respose 4,I like wingstop,0.618017229,Frank,24,posirive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 15,I like Carnegie learning,0.618049975,Frank,25,positive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 15,I like Carnegie learning,0.618049975,Frank,24,positive,
stu_EXNUN73314,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 9,I am kind,0.618351721,Frank,44,positive,
stu_UYFTQ45542,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 20,Last but not least i am a tall person,0.618368657,Frank,35,neutral,
stu_GXIYC47970,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 17,i am a taki's lover,0.618447384,Frank,24,positive,
stu_MXNSB23169,cls_HJQZF25095,sch_KACVP55227,,TST Respose 6,aia also like english.,0.618530752,Frank,25,positive,
stu_MXNSB23169,cls_HJQZF25095,sch_KACVP55227,,TST Respose 6,aia also like english.,0.618530752,Frank,24,positive,
stu_PSHPN85751,cls_SYHWK05211,sch_KACVP55227,,TST Respose 10,bye,0.618614327,Frank,48,none,
stu_LJAAE92948,cls_ERQJB18593,sch_QQLIR33891,YES,TST Respose 12,Bad at math,0.618742815,Frank,25,negative,
stu_FSPCV10901,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 9,I am in the [CITY] All City Honors Chorus.,0.619069685,Frank,26,neutral,
stu_OFWAG94272,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 1,A respectful person,0.619486523,Frank,44,positive,
stu_OFWAG94272,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 1,A respectful person,0.619486523,Frank,21,none,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,I am a person that like to do road trip,0.619496386,Frank,31,positive,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,I am a person that like to do road trip,0.619496386,Frank,21,none,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,I am a person that like to do road trip,0.619496386,Frank,24,positive,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 4,i am funny,0.61957696,Frank,44,positive,
stu_ABSGH36082,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 1,I'm a soccer player,0.619592398,Frank,29,neutral,
stu_BESSB35006,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 19,i like to go to the pool,0.619673922,Frank,29,positive,
stu_BESSB35006,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 19,i like to go to the pool,0.619673922,Frank,24,positive,
stu_FSPCV10901,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 10,I'm in the sixth grade.,0.619843448,Frank,22,sixthgrader,
stu_FSPCV10901,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 10,I'm in the sixth grade.,0.619843448,Frank,4,child,
stu_FSPCV10901,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 10,I'm in the sixth grade.,0.619843448,Frank,14,neutral,
stu_FQKSK24193,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 17,i am good at math,0.61985671,Frank,25,positive,
stu_ROXAU39801,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 14,I am a cousin,0.620096912,Frank,12,neutral,
stu_QPHPK12517,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 4,nice,0.620311272,Frank,44,positive,
stu_XKMAG80800,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 20,A skibidi,0.620538789,Frank,48,none,
stu_UYUIH18635,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 11,I like physical education,0.62057606,Frank,29,positive,
stu_UYUIH18635,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 11,I like physical education,0.62057606,Frank,24,positive,
stu_SQLXP95993,cls_MFUGV02425,sch_QQLIR33891,,TST Respose 13,I like to write essay,0.620618752,Frank,25,positive,
stu_SQLXP95993,cls_MFUGV02425,sch_QQLIR33891,,TST Respose 13,I like to write essay,0.620618752,Frank,24,positive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 18,I like learning,0.620692576,Frank,25,positivepositive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 18,I like learning,0.620692576,Frank,24,positivepositive,
stu_WDDQQ92015,cls_YLGBO89611,sch_KACVP55227,,TST Respose 16,i am a student,0.620796065,Frank,14,neutral,
stu_MZIVN56293,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 19,i play volleyball for fun,0.620910282,Frank,29,positive,
stu_ORUUL82324,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 2,I used to do ballet,0.621037098,Frank,26,neutral,
stu_HMQRZ27503,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 20,I am a nwe soccer players,0.621752688,Frank,29,neutral,
stu_LVOOZ80056,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 1,I am 11 years old girl.,0.622259658,Frank,4,11,
stu_LVOOZ80056,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 1,I am 11 years old girl.,0.622259658,Frank,2,girl,
stu_VOXTG50835,cls_NUSEI70378,sch_KACVP55227,,TST Respose 11,i been to cape verde,0.622439351,Frank,22,been to cape verde,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 2,I like math,0.623259909,Frank,25,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 2,I like math,0.623259909,Frank,24,positive,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 13,I like to read,0.623617194,Frank,25,positive,
stu_UEYTM01990,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 13,I like to read,0.623617194,Frank,24,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 2,i like ice cream,0.623833164,Frank,24,positive,
stu_QZOUO83023,cls_FBBRP25979,sch_QQLIR33891,YES,TST Respose 10,I like dogs,0.624013239,Frank,24,positive,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 1,I am a teen.,0.624280146,Frank,22,teenager,
stu_ZARRQ26344,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 13,i have five cousin,0.624604564,Frank,12,neutral,
stu_RSKDK68207,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 13,I am a female. I was born a female.,0.624680755,Frank,1,f,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 13,I am bad at math.,0.62514814,Frank,25,negative,
stu_NWRRC44615,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 6,im 12 yrs old,0.625315426,Frank,4,12,
stu_YSQPA55709,cls_OUMSN73782,sch_QQLIR33891,,TST Respose 9,i walk to school,0.625496149,Frank,14,neutral,
stu_KWLPL21630,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 6,"I don't like math, but I don't dislike it either.",0.625726797,Frank,25,neutral,
stu_KWLPL21630,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 6,"I don't like math, but I don't dislike it either.",0.625726797,Frank,24,neutral,
stu_EXNUN73314,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 17,I am romantic,0.626001845,Frank,44,positive,
stu_IKUOQ66846,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 3,I'm a football player,0.626267813,Frank,29,neutral,
stu_YBWGX96937,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 2,i like carnegie,0.626594866,Frank,25,positive,
stu_YBWGX96937,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 2,i like carnegie,0.626594866,Frank,24,positive,
stu_VUNQZ79892,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 2,im a sister,0.626787736,Frank,12,neutral,
stu_VUNQZ79892,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 2,im a sister,0.626787736,Frank,2,girl,
stu_VUNQZ79892,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 2,im a sister,0.626787736,Frank,,neutral,
stu_KWLPL21630,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 4,If I understand something I will do the best that I can to do it right.,0.626795191,Frank,43,positive,
stu_XKMAG80800,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 19,I like to fanum tax.,0.627324919,Frank,31,positive,
stu_XKMAG80800,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 19,I like to fanum tax.,0.627324919,Frank,24,positive,
stu_HLKZL24322,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 2,a basketball,0.62745027,Frank,48,none,
stu_KWMWG76590,cls_CXLDP17094,sch_KACVP55227,YES,TST Respose 7,i have 3 sister's,0.627513001,Frank,12,neutral,
stu_MRIWT64391,cls_SYHWK05211,sch_KACVP55227,YES,TST Respose 10,a emotional person,0.627757529,Frank,45,neutral,
stu_MRIWT64391,cls_SYHWK05211,sch_KACVP55227,YES,TST Respose 10,a emotional person,0.627757529,Frank,21,none,
stu_YXJEP22115,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 8,I am [FIRST NAME],0.62813923,Frank,5,none,
stu_SELBD60428,cls_AJBUO63250,sch_KACVP55227,,TST Respose 5,[FIRST LAST NAME],0.628504484,Frank,5,none,
stu_WWNBY52737,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 7,I am a student.,0.628789111,Frank,14,neutral,
stu_MXNSF14478,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I have really good grades,0.628844122,Frank,43,positive,
stu_MXNSF14478,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I have really good grades,0.628844122,Frank,14,neutral,
stu_MXNSF14478,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I have really good grades,0.628844122,Frank,25,positive,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 1,I am a student,0.629359484,Frank,14,neutral,
stu_FBOFA96484,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,I am a 6th,0.629471627,Frank,48,none,
stu_OIYXZ27717,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 1,I am someone who likes swimming,0.629633327,Frank,29,positive,
stu_OIYXZ27717,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 1,I am someone who likes swimming,0.629633327,Frank,24,positive,
stu_KGOWI06896,cls_AJBUO63250,sch_KACVP55227,,TST Respose 19,I like to sleep,0.630353235,Frank,31,positive,
stu_KGOWI06896,cls_AJBUO63250,sch_KACVP55227,,TST Respose 19,I like to sleep,0.630353235,Frank,24,positive,
stu_CINVJ49388,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 14,tik tok user,0.630398901,Frank,27,neutral,
stu_JTZYY08754,cls_JTMRB81339,sch_KACVP55227,,TST Respose 6,"Math, and everything else",0.630669441,Frank,48,none,
stu_VGJIS59600,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 4,I like to read and listen to music,0.630701758,Frank,25,positive,
