answer rank,anon_stu_id,Who am I?,random values for sorting,code,valence,coder,note
20,stu_NOZOJ9789V,I like Luka Doncic,0.865398275,24,positive,clara,
1,stu_OOZVD2952W,Gymnast,0.072958329,29,neutral,used for IRR check,
2,stu_OOZVD2952W,I am a student at the [school name] middle school in [city name].,0.866438707,14,neutral,clara,
2,stu_OOZVD2952W,I am a student at the [school name] middle school in [city name].,0.866438707,9,[cityname],clara,
3,stu_OOZVD2952W,Dancer,0.200450412,26,neutral,frank,
4,stu_OOZVD2952W,Flexible with my back.,0.889727921,35,neutral,clara,
5,stu_OOZVD2952W,Kind,0.050976445999999995,44,positive,used for IRR check,
6,stu_OOZVD2952W,I am an honors student.,0.20265415399999998,25,positive,frank,
6,stu_OOZVD2952W,I am an honors student.,0.20265415399999998,14,neutral,frank,
7,stu_OOZVD2952W,I love the warm weather and summer.,0.8758449779999999,24,positive,clara,
8,stu_OOZVD2952W,Honest,0.952816015,40,positive,clara,
9,stu_OOZVD2952W,Responsible,0.155081865,40,positive,frank,
10,stu_OOZVD2952W,I am a hard worker.,0.7131503240000001,41,positive,clara,
11,stu_OOZVD2952W,I love swimming.,0.679717494,29,positive,clara,
11,stu_OOZVD2952W,I love swimming.,0.679717494,24,positive,clara,
12,stu_OOZVD2952W,I love the beach,0.8567567859999999,24,positive,clara,
13,stu_OOZVD2952W,I am exided for the interview.,0.45917953200000006,47,positive,frank,
14,stu_OOZVD2952W,I love doing dance and gymnastics.,0.47774342700000005,29,positive,frank,
14,stu_OOZVD2952W,I love doing dance and gymnastics.,0.47774342700000005,24,positive,frank,
14,stu_OOZVD2952W,I love doing dance and gymnastics.,0.47774342700000005,26,positive,frank,
15,stu_OOZVD2952W,Loyal,0.050951605999999997,44,positive,used for IRR check,
16,stu_OOZVD2952W,I love cookie dough.,0.297162535,24,positive,frank,
17,stu_OOZVD2952W,I love coking.,0.8874027090000001,31,positive,clara,
17,stu_OOZVD2952W,I love coking.,0.8874027090000001,24,positive,clara,
18,stu_OOZVD2952W,I love baking.,0.32813771399999997,24,positive,frank,
19,stu_OOZVD2952W,My favorite color is purple.,0.748896366,24,positive,clara,
20,stu_OOZVD2952W,My favorite drink is water.,0.67386376,24,positive,clara,
1,stu_PJBLR5239H,I am a athlete,0.287801703,29,neutral,frank,
2,stu_PJBLR5239H,I am a guy,0.843774839,2,boy,clara,
3,stu_PJBLR5239H,I am a middle schooler,0.106532755,22,middleschooler,frank,
3,stu_PJBLR5239H,I am a middle schooler,0.106532755,14,neutral,frank,
4,stu_PJBLR5239H,I am a child,0.258403123,4,child,frank,
5,stu_PJBLR5239H,I am a gamer,0.597948889,28,neutral,clara,
6,stu_PJBLR5239H,I am a wrestler,0.918592234,29,neutral,clara,
7,stu_PJBLR5239H,I am a singer,0.7112425,26,neutral,clara,
8,stu_PJBLR5239H,I am a theater person,0.37658412,26,neutral,frank,
9,stu_PJBLR5239H,I am a candy person,0.718197757,22,candy person,clara,
10,stu_PJBLR5239H,I am a kind guy,0.075893234,44,positive,used for IRR check,
10,stu_PJBLR5239H,I am a kind guy,0.075893234,2,boy,used for IRR check,
11,stu_PJBLR5239H,I am a artist,0.569250455,26,neutral,clara,
12,stu_PJBLR5239H,I am a reader,0.315082132,25,neutral,frank,
13,stu_PJBLR5239H,I am a talker,0.728186316,44,neutral,clara,
14,stu_PJBLR5239H,I am caring,0.44205218399999996,44,positive,frank,
15,stu_PJBLR5239H,I am active,0.7306585790000001,44,neutral,clara,
16,stu_PJBLR5239H,I am a yard work guy,0.035309173,31,neutral,used for IRR check,
16,stu_PJBLR5239H,I am a yard work guy,0.035309173,2,boy,used for IRR check,
17,stu_PJBLR5239H,I am a summer guy,0.18538331,24,positive,frank,
17,stu_PJBLR5239H,I am a summer guy,0.18538331,2,boy,frank,
18,stu_PJBLR5239H,I am a pool guy,0.974789163,31,neutral,clara,
18,stu_PJBLR5239H,I am a pool guy,0.974789163,2,boy,clara,
19,stu_PJBLR5239H,I am a band guy,0.401983169,26,positive,frank,
19,stu_PJBLR5239H,I am a band guy,0.401983169,2,boy,frank,
20,stu_PJBLR5239H,I am a gym guy,0.340025349,29,neutral,frank,
20,stu_PJBLR5239H,I am a gym guy,0.340025349,2,boy,frank,
1,stu_PMXEL5291N,i like fortnite,0.34794337299999994,28,positive,frank,
1,stu_PMXEL5291N,i like fortnite,0.34794337299999994,24,positive,frank,
2,stu_PMXEL5291N,i play warzone,0.214946435,28,neutral,frank,
3,stu_PMXEL5291N,i play soccer,0.11975053699999999,29,neutral,frank,
4,stu_PMXEL5291N,my favorite player is RONALDO,0.569814956,24,positive,clara,
5,stu_PMXEL5291N,i'm black,0.7257633529999999,6,black,clara,
6,stu_PMXEL5291N,im from haiti,0.33602211600000004,7,haitian,frank,
7,stu_PMXEL5291N,my name is [first name] people call me [nickname/first name],0.5045305170000001,5,none,frank,
8,stu_PMXEL5291N,i like girl not boy,0.21168889100000002,3,like girls,frank,
9,stu_PMXEL5291N,nobody love me,0.619444612,46,negative,clara,
10,stu_PMXEL5291N,i like baskettball,0.25743542399999997,24,postive,frank,
11,stu_PMXEL5291N,i think lebron james is good,0.081776559,24,positive,used for IRR check,
12,stu_PMXEL5291N,i have a lot of hair,0.507904027,35,neutral,frank,
13,stu_PMXEL5291N,my favorite color is red and black,0.335150518,24,positive,frank,
14,stu_PMXEL5291N,im 13,0.213239722,4,13 years old,frank,
15,stu_PMXEL5291N,im nice sometime,0.18840545399999997,44,positive,frank,
16,stu_PMXEL5291N,i like school,0.856337679,24,positive,clara,
16,stu_PMXEL5291N,i like school,0.856337679,14,positive,clara,
17,stu_PMXEL5291N,i have a ps4,0.35636406200000004,32,none,frank,
18,stu_PMXEL5291N,i like math,0.653246991,25,positive,clara,
18,stu_PMXEL5291N,i like math,0.653246991,24,positive,clara,
19,stu_PMXEL5291N,im good at math,0.963362286,25,positive,clara,
19,stu_PMXEL5291N,im good at math,0.963362286,14,positive,clara,
20,stu_PMXEL5291N,i like fufu,0.914609482,24,positive,clara,
1,stu_PPZYX6964Q,I am a male,0.971256083,1,male,clara,
2,stu_PPZYX6964Q,I am white,0.010406525,6,white,used for IRR check,
3,stu_PPZYX6964Q,I am 12,0.400738941,4,12 years old,frank,
4,stu_PPZYX6964Q,I am a student at [middle school name],0.597369587,14,neutral,clara,
5,stu_PPZYX6964Q,I am a sixth grader,0.706450919,22,6thgrade,clara,
5,stu_PPZYX6964Q,I am a sixth grader,0.706450919,4,6thgrade,clara,
5,stu_PPZYX6964Q,I am a sixth grader,0.706450919,14,neutral,clara,
6,stu_PPZYX6964Q,I am a only child,0.40743436899999996,12,neutral,frank,
7,stu_PPZYX6964Q,I like to cook,0.055589803,31,positive,used for IRR check,
7,stu_PPZYX6964Q,I like to cook,0.055589803,24,positive,used for IRR check,
8,stu_PPZYX6964Q,I like to ride dirt bikes,0.783929115,31,positive,clara,
8,stu_PPZYX6964Q,I like to ride dirt bikes,0.783929115,24,positive,clara,
9,stu_PPZYX6964Q,I am working on a old car that I own,0.896111427,32,neutral,clara,
9,stu_PPZYX6964Q,I am working on a old car that I own,0.896111427,31,neutral,clara,
10,stu_PPZYX6964Q,I like watching movies,0.631483907,31,positive,clara,
10,stu_PPZYX6964Q,I like watching movies,0.631483907,24,positive,clara,
11,stu_PPZYX6964Q,I love listening to music,0.256759271,24,positive,frank,
12,stu_PPZYX6964Q,My favorite artist is Eminem,0.08816159,24,positive,used for IRR check,
13,stu_PPZYX6964Q,I like cars,0.45442267399999997,24,positive,frank,
14,stu_PPZYX6964Q,my favorite drink is a Shirley temple,0.9024733070000001,24,positive,clara,
15,stu_PPZYX6964Q,I like to go to my house in Florida,0.955694206,31,positive,clara,
15,stu_PPZYX6964Q,I like to go to my house in Florida,0.955694206,24,positive,clara,
16,stu_PPZYX6964Q,I love animals,0.35584064299999996,24,positive,frank,
17,stu_PPZYX6964Q,I own a bearded dragon,0.647578341,32,neutral,clara,
18,stu_PPZYX6964Q,I love reptiles,0.151811596,24,positive,frank,
19,stu_PPZYX6964Q,I want a snake,0.209162966,33,none,frank,
20,stu_PPZYX6964Q,I am looking for a new dirt bike,0.953726128,33,none,clara,
1,stu_RCLUW4235R,I am a 7th grade student,0.28801732399999996,22,seventhgrader,frank,
1,stu_RCLUW4235R,I am a 7th grade student,0.28801732399999996,14,neutral,frank,
2,stu_RCLUW4235R,I play softball,0.270961972,29,neutral,frank,
3,stu_RCLUW4235R,I like to shop,0.327922788,24,positive,frank,
4,stu_RCLUW4235R,I shop online a lot,0.420761771,27,neutral,frank,
5,stu_RCLUW4235R,I am a girl,0.598306785,2,girl,clara,
6,stu_RCLUW4235R,I play on a top softball club team,0.6292757729999999,29,positive,clara,
7,stu_RCLUW4235R,I am a older sister,0.20882149600000002,12,neutral,frank,
7,stu_RCLUW4235R,I am a older sister,0.20882149600000002,2,girl,frank,
8,stu_RCLUW4235R,I am tried,0.058209684000000005,47,neutral,used for IRR check,
9,stu_RCLUW4235R,I am a volleyball player,0.7677271109999999,29,neutral,clara,
10,stu_RCLUW4235R,I am a not a boy,0.18157620600000002,2,not a boy,frank,
11,stu_RCLUW4235R,I am baptized,0.15986304099999998,16,religious,frank,
12,stu_RCLUW4235R,I am not tall,0.7499993070000001,35,neutral,clara,
13,stu_RCLUW4235R,I am a leader,0.772411663,46,positive,clara,
14,stu_RCLUW4235R,I am obsessed with scary things,0.707995066,24,neutral,clara,
15,stu_RCLUW4235R,I am interested in being a nurse,0.576168663,13,positive,clara,
16,stu_RCLUW4235R,I am stress at answering these,0.12651496199999998,47,negative,frank,
17,stu_RCLUW4235R,I am not a cat person,0.38894606200000004,24,negative,frank,
18,stu_RCLUW4235R,I am catcher,0.231283087,29,neutral,frank,
19,stu_RCLUW4235R,I am a dog person,0.942373605,22,dog person,clara,
20,stu_RCLUW4235R,I am a third basemen,0.759252107,29,neutral,clara,
1,stu_RFYCX7752L,A kind person,0.57436573,44,positive,clara,
2,stu_RFYCX7752L,A basketball player,0.178717872,29,positive,frank,
3,stu_RFYCX7752L,A nice person,0.282384621,44,nonepositive,frank,
3,stu_RFYCX7752L,A nice person,0.282384621,21,nonepositive,frank,
4,stu_RFYCX7752L,A smart person,0.7469361409999999,43,positive,clara,
5,stu_RFYCX7752L,A respectful person,0.289632901,40,positive,frank,
1,stu_RKOSD6492Q,I'm a 7th grade student.,0.563961235,22,7thgrade,clara,
1,stu_RKOSD6492Q,I'm a 7th grade student.,0.563961235,4,7thgrade,clara,
1,stu_RKOSD6492Q,I'm a 7th grade student.,0.563961235,14,neutral,clara,
2,stu_RKOSD6492Q,I do competitive ice skating.,0.6028794989999999,29,neutral,clara,
3,stu_RKOSD6492Q,I do musical theater.,0.387803995,26,neutral,frank,
4,stu_RKOSD6492Q,I do tap dancing.,0.9814959190000001,26,neutral,clara,
5,stu_RKOSD6492Q,I like to sing.,0.425165671,26,positive,frank,
5,stu_RKOSD6492Q,I like to sing.,0.425165671,24,positive,frank,
6,stu_RKOSD6492Q,I knew how to sew.,0.056359345,30,neutral,used for IRR check,
7,stu_RKOSD6492Q,I like harry potter,0.18644827100000003,24,positive,frank,
8,stu_RKOSD6492Q,I am the younger sibling.,0.107672882,12,neutral,frank,
8,stu_RKOSD6492Q,I am the younger sibling.,0.107672882,4,child,frank,
9,stu_RKOSD6492Q,I have 1 sister. Her name is [first name],0.673955173,12,neutral,clara,
10,stu_RKOSD6492Q,I am 12 years old.,0.920923574,4,12,clara,
11,stu_RKOSD6492Q,My dream is to be an actress.,0.683423287,26,neutral,clara,
11,stu_RKOSD6492Q,My dream is to be an actress.,0.683423287,13,positive,clara,
12,stu_RKOSD6492Q,I am a young female.,0.084522557,4,young,used for IRR check,
12,stu_RKOSD6492Q,I am a young female.,0.084522557,1,female,used for IRR check,
13,stu_RKOSD6492Q,I am a part in my schools [club name] club.,0.486100015,14,neutral,frank,
14,stu_RKOSD6492Q,I hope to go to [school name] for high school.,0.542952519,14,positive,clara,
15,stu_RKOSD6492Q,I would like to go to [college name] collage.,0.5476349979999999,14,positive,clara,
16,stu_RKOSD6492Q,I have long brown hair.,0.6038266379999999,35,neutral,clara,
17,stu_RKOSD6492Q,I am in 2 musicals at the moment.,0.23151931399999998,26,neutral,frank,
18,stu_RKOSD6492Q,I am very friendly and alert.,0.594786123,44,positive,clara,
19,stu_RKOSD6492Q,I am 50% Porto Rican.,0.050882158,7,puerto rican,used for IRR check,
20,stu_RKOSD6492Q,I try my best in all classes.,0.653965405,41,positive,clara,
20,stu_RKOSD6492Q,I try my best in all classes.,0.653965405,14,positive,clara,
1,stu_RWMXK6270S,I am a 7th grader,0.6932050820000001,22,7thgrade,clara,
1,stu_RWMXK6270S,I am a 7th grader,0.6932050820000001,4,7thgrade,clara,
1,stu_RWMXK6270S,I am a 7th grader,0.6932050820000001,14,neutral,clara,
2,stu_RWMXK6270S,I am a soccer player,0.94163729,29,neutral,clara,
3,stu_RWMXK6270S,I am the oldest brother,0.677930629,12,neutral,clara,
3,stu_RWMXK6270S,I am the oldest brother,0.677930629,2,boy,clara,
4,stu_RWMXK6270S,I am a gamer,0.374843052,28,neutral,frank,
5,stu_RWMXK6270S,I am creative,0.113081435,43,positive,frank,
6,stu_RWMXK6270S,I am a christian,0.219364676,16,christian,frank,
7,stu_RWMXK6270S,I believe in god,0.196346155,15,religious,frank,
8,stu_RWMXK6270S,I am tired of school,0.15409531,47,negative,frank,
9,stu_RWMXK6270S,I am who I wanna be.,0.861746736,42,positive,clara,
10,stu_RWMXK6270S,I am african american,0.357195035,8,african american,frank,
11,stu_RWMXK6270S,I am nigerian,0.173176264,7,nigerian,frank,
12,stu_RWMXK6270S,I am the person that will make it pro in a sport,0.238150119,41,positive,frank,
13,stu_RWMXK6270S,I am a person that plays football,0.26514392600000003,29,neutral,frank,
13,stu_RWMXK6270S,I am a person that plays football,0.26514392600000003,21,none,frank,
14,stu_RWMXK6270S,I am good at every sport.,0.911373242,43,positive,clara,
14,stu_RWMXK6270S,I am good at every sport.,0.911373242,29,positive,clara,
15,stu_RWMXK6270S,I am the guy who owns a mansion in nigeria,0.510419374,32,none,frank,
15,stu_RWMXK6270S,I am the guy who owns a mansion in nigeria,0.510419374,2,boy,frank,
16,stu_RWMXK6270S,I am a guy who is very good pvp player on mobile.,0.8483706109999999,28,positive,clara,
16,stu_RWMXK6270S,I am a guy who is very good pvp player on mobile.,0.8483706109999999,2,boy,clara,
17,stu_RWMXK6270S,I am fighter,0.798832058,41,positive,clara,
18,stu_RWMXK6270S,I am a guy who promotes grading teachers.,0.612894999,48,none,clara,
18,stu_RWMXK6270S,I am a guy who promotes grading teachers.,0.612894999,2,boy,clara,
19,stu_RWMXK6270S,I am a swimmer.,0.029151617999999997,29,neutral,used for IRR check,
20,stu_RWMXK6270S,I play midfielder in soccer.,0.454428034,29,neutral,frank,
1,stu_RYJDD8400B,I am a 7th grade student.,0.8590135109999999,22,7thgrade,clara,
1,stu_RYJDD8400B,I am a 7th grade student.,0.8590135109999999,4,7thgrade,clara,
1,stu_RYJDD8400B,I am a 7th grade student.,0.8590135109999999,14,neutral,clara,
2,stu_RYJDD8400B,I am a girl.,0.8930378370000001,2,girl,clara,
3,stu_RYJDD8400B,I am hardworking.,0.17714091,41,positive,frank,
4,stu_RYJDD8400B,I am next to [first name + last initial].,0.10278009699999999,47,neutral,frank,
5,stu_RYJDD8400B,I am a person that loves animal.,0.009592863,24,positive,used for IRR check,
6,stu_RYJDD8400B,I am stressed about figuring out what to put for an answer.,0.37046754299999995,47,negative,frank,
7,stu_RYJDD8400B,I am looking forward to summer.,0.168142298,47,positive,frank,
8,stu_RYJDD8400B,I am excited for a $5 giftcard.,0.136530172,47,positive,frank,
9,stu_RYJDD8400B,I am hungry.,0.252412358,47,neutral,frank,
10,stu_RYJDD8400B,I am trying to become a vet.,0.005346576,13,neutral,used for IRR check,
11,stu_RYJDD8400B,I am am trying hard to achieve my goals.,0.010374592,41,positive,used for IRR check,
12,stu_RYJDD8400B,I am trying my best in school.,0.37662846899999997,41,positive,frank,
12,stu_RYJDD8400B,I am trying my best in school.,0.37662846899999997,14,positive,frank,
13,stu_RYJDD8400B,I am an only child.,0.817011505,12,neutral,clara,
14,stu_RYJDD8400B,I am fun to hang out with.,0.957646544,46,positive,clara,
15,stu_RYJDD8400B,I am trustworthy.,0.056754645,46,positive,used for IRR check,
15,stu_RYJDD8400B,I am trustworthy.,0.056754645,40,positive,used for IRR check,
16,stu_RYJDD8400B,I am loyal.,0.9651186209999999,40,positive,clara,
17,stu_RYJDD8400B,I am a good friend.,0.9939481309999999,40,positive,clara,
17,stu_RYJDD8400B,I am a good friend.,0.9939481309999999,10,positive,clara,
18,stu_RYJDD8400B,I am short.,0.470539879,35,neutral,frank,
19,stu_RYJDD8400B,I am always wearing crocs.,0.430943003,47,neutral,frank,
20,stu_RYJDD8400B,"I am in love with the color green, black, and beige.",0.273300606,24,positive,frank,
1,stu_SJVEV0642E,I am a 7th grade Honors student.,0.550390803,22,7thgrade,clara,
1,stu_SJVEV0642E,I am a 7th grade Honors student.,0.550390803,4,7thgrade,clara,
1,stu_SJVEV0642E,I am a 7th grade Honors student.,0.550390803,14,positive,clara,
2,stu_SJVEV0642E,I am a catcher on my softball team.,0.639129126,29,neutral,clara,
3,stu_SJVEV0642E,I am a finalist in eventing on horses.,0.95656049,43,neutral,clara,
3,stu_SJVEV0642E,I am a finalist in eventing on horses.,0.95656049,29,neutral,clara,
4,stu_SJVEV0642E,I am a young female who loves to read.,0.302634668,25,positive,frank,
4,stu_SJVEV0642E,I am a young female who loves to read.,0.302634668,2,child,frank,
4,stu_SJVEV0642E,I am a young female who loves to read.,0.302634668,4,girl,frank,
4,stu_SJVEV0642E,I am a young female who loves to read.,0.302634668,24,positive,frank,
5,stu_SJVEV0642E,I am allergic to everything.,0.6454606420000001,36,neutral,clara,
6,stu_SJVEV0642E,I am the oldest child.,0.778297342,12,neutral,clara,
7,stu_SJVEV0642E,I am a bestfriend.,0.049742969000000005,10,neutral,used for IRR check,
8,stu_SJVEV0642E,I am good at math.,0.43088806,43,positive,frank,
8,stu_SJVEV0642E,I am good at math.,0.43088806,25,positive,frank,
9,stu_SJVEV0642E,I come from an italian/english speaking hous.,0.071866672,12,neutral,used for IRR check,language
10,stu_SJVEV0642E,I am good with kids.,0.8181906809999999,44,positive,clara,
11,stu_SJVEV0642E,I am funny.,0.23546965,45,positive,frank,
12,stu_SJVEV0642E,I am a good speller.,0.62425692,14,positive,clara,
13,stu_SJVEV0642E,I am not fond of computer work.,0.407522586,27,negative,frank,
13,stu_SJVEV0642E,I am not fond of computer work.,0.407522586,24,negative,frank,
14,stu_SJVEV0642E,I am more fond of work on paper.,0.9153279609999999,24,positive,clara,
16,stu_SJVEV0642E,I am excited for summer.,0.9060401240000001,24,positive,clara,
17,stu_SJVEV0642E,I am in love with the color yellow.,0.743808318,24,positive,clara,
18,stu_SJVEV0642E,I am asthmatic.,0.277106933,37,neutral,frank,
19,stu_SJVEV0642E,I am looking forward to this study.,0.309304464,14,neutral,frank,
20,stu_SJVEV0642E,I am [student first name].,0.22378957600000002,5,none,frank,
1,stu_SSTKI8334K,smart,0.314185043,43,positive,frank,
2,stu_SSTKI8334K,people,0.7724593590000001,48,none,clara,
3,stu_SSTKI8334K,nice,0.519330366,44,positive,frank,
4,stu_SSTKI8334K,kind,0.557429634,44,positive,clara,
5,stu_SSTKI8334K,kids,0.335395908,48,none,frank,
6,stu_SSTKI8334K,short,0.642780514,35,neutral,clara,
7,stu_SSTKI8334K,cool,0.45628218200000004,46,positive,frank,
8,stu_SSTKI8334K,respect,0.746926312,44,positive,clara,
9,stu_SSTKI8334K,Boy,0.36617322399999996,2,boy,frank,
10,stu_SSTKI8334K,little,0.5411797429999999,35,neutral,clara,
11,stu_SSTKI8334K,Focus,0.039188894,47,positive,used for IRR check,
12,stu_SSTKI8334K,talking,0.970901586,47,neutral,clara,
13,stu_SSTKI8334K,sleep,0.6553587479999999,48,none,clara,
14,stu_SSTKI8334K,money,0.34963660799999996,48,none,frank,
15,stu_SSTKI8334K,Math,0.7150452690000001,48,none,clara,
16,stu_SSTKI8334K,good,0.985559265,40,positive,clara,
17,stu_SSTKI8334K,eating,0.34720839,47,neutral,frank,
18,stu_SSTKI8334K,love Dog,0.133208979,24,positive,frank,
19,stu_SSTKI8334K,Love my life,0.118214901,24,positive,frank,
20,stu_SSTKI8334K,Love art,0.128921586,24,positive,frank,
1,stu_STBWH2237D,I am a boy,0.946555259,2,boy,clara,
2,stu_STBWH2237D,I am a student,0.997999526,14,neutral,clara,
3,stu_STBWH2237D,I am a human,0.8802369529999999,21,none,clara,
4,stu_STBWH2237D,I am [school name] middle school student,0.859770501,22,middleschool,clara,
4,stu_STBWH2237D,I am [school name] middle school student,0.859770501,4,middleschool,clara,
4,stu_STBWH2237D,I am [school name] middle school student,0.859770501,14,neutral,clara,
5,stu_STBWH2237D,I am a friend,0.254394983,12,neutral,frank,
6,stu_STBWH2237D,I am a kid who likes Pokemon,0.35176097,28,positive,frank,
6,stu_STBWH2237D,I am a kid who likes Pokemon,0.35176097,4,child,frank,
6,stu_STBWH2237D,I am a kid who likes Pokemon,0.35176097,24,positive,frank,
7,stu_STBWH2237D,I am a kid who likes  Dinosaurs,0.7461427709999999,24,positive,clara,
7,stu_STBWH2237D,I am a kid who likes  Dinosaurs,0.7461427709999999,4,child,clara,
7,stu_STBWH2237D,I am a kid who likes  Dinosaurs,0.7461427709999999,22,child,clara,
8,stu_STBWH2237D,I am a kid who likes Star Wars,0.687759569,24,positive,clara,
8,stu_STBWH2237D,I am a kid who likes Star Wars,0.687759569,4,childchild,clara,
8,stu_STBWH2237D,I am a kid who likes Star Wars,0.687759569,22,positive,clara,
9,stu_STBWH2237D,I am a kid who likes a lot of stuff,0.264862115,24,positive,frank,
9,stu_STBWH2237D,I am a kid who likes a lot of stuff,0.264862115,4,child,frank,
10,stu_STBWH2237D,I am a kid who likes ELA,0.27523254199999997,25,positive,frank,
10,stu_STBWH2237D,I am a kid who likes ELA,0.27523254199999997,4,child,frank,
10,stu_STBWH2237D,I am a kid who likes ELA,0.27523254199999997,24,positive,frank,
1,stu_TMCTU7971Z,I am a 6th grade student,0.345102306,22,sixthgrader,frank,
1,stu_TMCTU7971Z,I am a 6th grade student,0.345102306,14,neutral,frank,
2,stu_TMCTU7971Z,I am a girl,0.862649428,2,girl,clara,
3,stu_TMCTU7971Z,I am a 12 year old,0.19180988399999999,4,12 years old,frank,
4,stu_TMCTU7971Z,I am african american,0.75305643,6,black,clara,
5,stu_TMCTU7971Z,I am a law abiding citizen,0.8295844059999999,40,positive,clara,
6,stu_TMCTU7971Z,I am a atheist,0.208536568,16,atheist,frank,
7,stu_TMCTU7971Z,I am a honor role student,0.473436471,25,neutral,frank,
7,stu_TMCTU7971Z,I am a honor role student,0.473436471,14,neutral,frank,
8,stu_TMCTU7971Z,I am a student at [school name] middle school,0.043418513,14,neutral,used for IRR check,
9,stu_TMCTU7971Z,I am a kind person,0.228794088,44,positive,frank,
9,stu_TMCTU7971Z,I am a kind person,0.228794088,21,none,frank,
10,stu_TMCTU7971Z,I am a respectful person,0.9132665640000001,44,positive,clara,
11,stu_TMCTU7971Z,I am a cartoon enjoyer,0.15538938800000002,24,positive,frank,
12,stu_TMCTU7971Z,I am a good friend,0.683006475,10,positive,clara,
13,stu_TMCTU7971Z,I am an artist,0.246250857,26,neutral,frank,
14,stu_TMCTU7971Z,I am a creative person,0.782211923,43,positive,clara,
15,stu_TMCTU7971Z,I am smart person,0.40424530799999997,43,positive,frank,
16,stu_TMCTU7971Z,I am a happy person,0.801724219,45,positive,clara,
17,stu_TMCTU7971Z,I am strong person,0.579892548,41,positive,clara,
18,stu_TMCTU7971Z,I am a resilient person,0.680583652,41,positive,clara,
19,stu_TMCTU7971Z,I am a intelligent person,0.480135281,43,positive,frank,
20,stu_TMCTU7971Z,I am a brave person,0.7717544690000001,41,positive,clara,
1,stu_UGQWV7532K,am cute,0.4056335,35,positive,frank,
2,stu_UGQWV7532K,am sleepy,0.6790015770000001,47,negative,clara,
3,stu_UGQWV7532K,am smart,0.987445624,43,positive,clara,
4,stu_UGQWV7532K,am fonny,0.93095317,46,positive,clara,
5,stu_UGQWV7532K,i love art,0.748796575,26,positive,clara,
5,stu_UGQWV7532K,i love art,0.748796575,24,positive,clara,
6,stu_UGQWV7532K,i love cat,0.849513347,24,positive,clara,
7,stu_UGQWV7532K,am friendsy,0.6270514070000001,44,positive,clara,
8,stu_UGQWV7532K,i love my friends,0.333879129,24,positive,frank,
8,stu_UGQWV7532K,i love my friends,0.333879129,10,positive,frank,
9,stu_UGQWV7532K,i love to rende,0.7328419629999999,24,positive,clara,
10,stu_UGQWV7532K,am lovely,0.228413544,44,positive,frank,
11,stu_UGQWV7532K,am smort,0.556357646,43,positive,clara,
12,stu_UGQWV7532K,i love to elepe,0.835886308,48,none,clara,
13,stu_UGQWV7532K,i like to renne,0.578699544,24,positive,clara,
14,stu_UGQWV7532K,am sleepy,0.016324262,47,neutral,used for IRR check,
15,stu_UGQWV7532K,ilove to play,0.769948193,31,positive,clara,
15,stu_UGQWV7532K,ilove to play,0.769948193,24,positive,clara,
16,stu_UGQWV7532K,i like to chopigne,0.5376475789999999,48,none,frank,
17,stu_UGQWV7532K,i like pizza,0.32850159999999995,24,positive,frank,
18,stu_UGQWV7532K,and ilove haiti foude,0.876523669,24,positive,clara,
19,stu_UGQWV7532K,i love my frends,0.124470701,10,positive,frank,
19,stu_UGQWV7532K,i love my frends,0.124470701,24,positive,frank,
20,stu_UGQWV7532K,i love smart cat,0.49661509,24,positive,frank,
1,stu_UQFAD1981W,Im a soccer player,0.588591408,29,neutral,clara,
2,stu_UQFAD1981W,Im a pround Catholic-Christian,0.070915415,24,positive,used for IRR check,
2,stu_UQFAD1981W,Im a pround Catholic-Christian,0.070915415,16,catholic,used for IRR check,
3,stu_UQFAD1981W,Im a bascketball player,0.923971393,29,neutral,clara,
4,stu_UQFAD1981W,Im from HAiti,0.12336631599999999,7,haitian,frank,
5,stu_UQFAD1981W,Im good at math,0.883792461,25,positive,clara,
5,stu_UQFAD1981W,Im good at math,0.883792461,14,positive,clara,
6,stu_UQFAD1981W,Im a fortnite player,0.036975891000000004,28,neutral,used for IRR check,
7,stu_UQFAD1981W,Im a gamer,0.26179957,28,neutral,frank,
8,stu_UQFAD1981W,Im the greatest at physical activities,0.127114765,43,positive,frank,
8,stu_UQFAD1981W,Im the greatest at physical activities,0.127114765,29,positive,frank,
9,stu_UQFAD1981W,Im Bilangual,0.456496004,43,neutral,frank,
10,stu_UQFAD1981W,"Im a French, Creol, and English speaker",0.960207829,,,clara,
11,stu_UQFAD1981W,Im learning spanish,0.239874538,47,neutral,frank,
12,stu_UQFAD1981W,Im fast,0.030929343999999998,43,positive,used for IRR check,
13,stu_UQFAD1981W,Im a blue color lover,0.57678843,24,positive,clara,
13,stu_UQFAD1981W,Im a blue color lover,0.57678843,22,bluecolorlover,clara,
14,stu_UQFAD1981W,Im  92 pounds,0.670710775,35,neutral,clara,
15,stu_UQFAD1981W,Im black,0.5191856429999999,6,black,frank,
16,stu_UQFAD1981W,Im a brown eyes person,0.853346105,35,neutral,clara,
17,stu_UQFAD1981W,Im 13 years old,0.372054675,3,13 years old,frank,
18,stu_UQFAD1981W,Im [student first name],0.88984829,5,none,clara,
19,stu_UQFAD1981W,Im a orange lover,0.111377644,24,positive,frank,
20,stu_UQFAD1981W,Im a history lover,0.954083111,25,positive,clara,
1,stu_UZEQK9449D,[student first name],0.36283858799999996,5,none,frank,
2,stu_UZEQK9449D,A boy,0.43663031399999996,2,boy,frank,
