stu_id,variable,Who am I?,code,valence
stu_FBOFA96484,TST Respose 4,i am the middle child,4.0,child
stu_RDPGG44681,TST Respose 18,I love going on vacations,31.0,positive
stu_RDPGG44681,TST Respose 18,I love going on vacations,24.0,positive
stu_CDXSC86692,TST Respose 9,I am person that want a dog,33.0,neutral
stu_CDXSC86692,TST Respose 9,I am person that want a dog,21.0,none
stu_RDOVU20570,TST Respose 8,I am a funny person,44.0,positive
stu_RDOVU20570,TST Respose 8,I am a funny person,21.0,none
stu_IGWBR81023,TST Respose 7,i love jewelery,30.0,positive
stu_IGWBR81023,TST Respose 7,i love jewelery,24.0,positive
stu_JUQPD47363,TST Respose 4,I am a young female who loves to read.,25.0,positive
stu_JUQPD47363,TST Respose 4,I am a young female who loves to read.,1.0,f
stu_JUQPD47363,TST Respose 4,I am a young female who loves to read.,24.0,positive
stu_RDPGG44681,TST Respose 8,I love cats,24.0,positive
stu_TYPZX10676,TST Respose 1,I like fashions,30.0,positive
stu_TYPZX10676,TST Respose 1,I like fashions,24.0,positive
stu_VUNQZ79892,TST Respose 15,im a good sister,40.0,positive
stu_VUNQZ79892,TST Respose 15,im a good sister,2.0,girl
stu_VUNQZ79892,TST Respose 15,im a good sister,12.0,neutral
stu_WYTLH51489,TST Respose 8,I'm an English speaking person,25.0,neutral
stu_WYTLH51489,TST Respose 8,I'm an English speaking person,22.0,speaksenglish
stu_QQMSX84242,TST Respose 18,a boy,2.0,boy
stu_VKCWY07846,TST Respose 12,my birthday is in june,48.0,none
stu_KWLPL21630,TST Respose 15,I like new clothes and new shoes.,30.0,positive
stu_KWLPL21630,TST Respose 15,I like new clothes and new shoes.,24.0,positive
stu_KJOZZ30475,TST Respose 19,I get nervous.,45.0,neutral
stu_CINVJ49388,TST Respose 10,youtube watcher,27.0,positive
stu_WAWDW95831,TST Respose 5,I am in 6 grade.,22.0,sixthgrader
stu_WAWDW95831,TST Respose 5,I am in 6 grade.,4.0,child
stu_WAWDW95831,TST Respose 5,I am in 6 grade.,14.0,neutral
stu_ZARRQ26344,TST Respose 9,I am the oldest sister,12.0,neutral
stu_UJNMI16598,TST Respose 1,Student,14.0,neutral
stu_WTRMC77187,TST Respose 10,cars like testla are cool,24.0,positive
stu_WAFQN21754,TST Respose 18,I am passionate,41.0,positive
stu_TSQUQ54202,TST Respose 18,I am friendly.,44.0,positive
stu_WDDQQ92015,TST Respose 7,i am a student,14.0,neutral
stu_YGBLH44260,TST Respose 12,I am somebody who does good in math.,25.0,positive
stu_WTRMC77187,TST Respose 12,vacation is fun,24.0,positive
stu_BDAZF88230,TST Respose 16,I am a person who is looked down upon,46.0,negative
stu_BDAZF88230,TST Respose 16,I am a person who is looked down upon,21.0,none
stu_CDXSC86692,TST Respose 3,I am a person that likes games,28.0,positive
stu_CDXSC86692,TST Respose 3,I am a person that likes games,21.0,none
stu_CDXSC86692,TST Respose 3,I am a person that likes games,24.0,positive
stu_NWRRC44615,TST Respose 10,i like to dance,29.0,positive
stu_NWRRC44615,TST Respose 10,i like to dance,24.0,positive
stu_QCKDZ64012,TST Respose 8,i love chicken,24.0,positive
stu_ROULI02103,TST Respose 8,im smart,43.0,positive
stu_PKXZK94759,TST Respose 4,I have siblings,12.0,neutral
stu_FHADA27602,TST Respose 1,i am [FIRST NAME] and i love the color pink.,24.0,positive
stu_FHADA27602,TST Respose 1,i am [FIRST NAME] and i love the color pink.,5.0,none
stu_JERPG96865,TST Respose 2,i like games,28.0,positive
stu_JERPG96865,TST Respose 2,i like games,24.0,positive
stu_SULZI60933,TST Respose 5,i have a pet,32.0,neutral
stu_KCRZD23226,TST Respose 8,I like art class,26.0,positive
stu_KCRZD23226,TST Respose 8,I like art class,24.0,positive
stu_KCRZD23226,TST Respose 8,I like art class,25.0,positive
stu_SJXEZ38047,TST Respose 18,I love going to funz with my friends,31.0,positive
stu_SJXEZ38047,TST Respose 18,I love going to funz with my friends,10.0,positive
stu_SJXEZ38047,TST Respose 18,I love going to funz with my friends,24.0,positive
stu_YNVPH88845,TST Respose 18,I like basketball,29.0,positive
stu_YNVPH88845,TST Respose 18,I like basketball,24.0,positive
stu_LDUML32113,TST Respose 17,good at reading,25.0,positive
stu_SBUBU63586,TST Respose 10,i am a nice studant,14.0,positive
stu_VTRUH97046,TST Respose 6,I am a gymnast.,29.0,neutral
stu_RDOVU20570,TST Respose 9,I am smart,43.0,positive
stu_IGLSS89625,TST Respose 6,i like,48.0,none
stu_HEPWQ98561,TST Respose 5,i am african american,6.0,african american
stu_XHGVP79664,TST Respose 6,I have blue eyes,35.0,neutral
stu_ABSGH36082,TST Respose 5,I like sports,29.0,positive
stu_ABSGH36082,TST Respose 5,I like sports,24.0,positive
stu_VFKRH03938,TST Respose 19,i like looking a schools,24.0,positive
stu_QFXDD68186,TST Respose 20,I like to drink water,24.0,positive
stu_MMNSJ38829,TST Respose 15,I participate in chorus.,26.0,neutral
stu_GXIYC47970,TST Respose 3,I am a soccer player,29.0,neutral
stu_WCANG48942,TST Respose 5,I like school only because of my friends.,24.0,positive
stu_WCANG48942,TST Respose 5,I like school only because of my friends.,10.0,positive
stu_WCANG48942,TST Respose 5,I like school only because of my friends.,14.0,positive
stu_BCRYB29652,TST Respose 8,I' sudit lore,48.0,none
stu_FTOYB42084,TST Respose 12,im a food lover,24.0,positive
stu_HEPWQ98561,TST Respose 2,"i am a cheerleader,",29.0,neutal
stu_HEPWQ98561,TST Respose 2,"i am a cheerleader,",22.0,cheerleader
stu_OFAWH83528,TST Respose 15,I like chips,24.0,positive
stu_PSHZT50501,TST Respose 7,I am 5 feet 6 inches tall.,35.0,neutral
stu_WZRKM29688,TST Respose 4,i like madden,28.0,positive
stu_WZRKM29688,TST Respose 4,i like madden,24.0,positive
stu_KFYJM61476,TST Respose 4,I am tall.,35.0,neutral
stu_LDUML32113,TST Respose 18,i like making money,24.0,positive
stu_AHWRN95528,TST Respose 3,I am a student,14.0,neutral
stu_ANQAT24428,TST Respose 10,someone who likes sour patch kids,24.0,positive
stu_RDPGG44681,TST Respose 10,I love my old kittens and puppies and miss them,47.0,negative
stu_RDPGG44681,TST Respose 10,I love my old kittens and puppies and miss them,24.0,positive
stu_DHTXQ91573,TST Respose 5,I am a students from 6 grades,22.0,sixthgrader
stu_DHTXQ91573,TST Respose 5,I am a students from 6 grades,4.0,child
stu_DHTXQ91573,TST Respose 5,I am a students from 6 grades,14.0,neutral
stu_RSKDK68207,TST Respose 2,I am African American (Ugandan),7.0,ugandan
stu_LDUML32113,TST Respose 8,im a hard worker,41.0,positive
stu_XCKNQ66212,TST Respose 6,i'm 13,4.0,13
stu_EUWJA76858,TST Respose 4,I am a English speaking Person.,25.0,neutral
stu_EUWJA76858,TST Respose 4,I am a English speaking Person.,21.0,none
stu_EUWJA76858,TST Respose 4,I am a English speaking Person.,22.0,speaksenglish
stu_CINVJ49388,TST Respose 15,[FIRST NAME] friend,10.0,neutral
stu_QOGPO20181,TST Respose 11,l have a twin sister,12.0,neutral
stu_QZOUO83023,TST Respose 13,iI love to sleep,31.0,positive
stu_QZOUO83023,TST Respose 13,iI love to sleep,24.0,positive
stu_ROULI02103,TST Respose 2,i am from massachusetts,9.0,from massachusetts
stu_ANQAT24428,TST Respose 2,somebody who is a big sister,12.0,neutral
stu_ANQAT24428,TST Respose 2,somebody who is a big sister,2.0,girl
stu_VENGZ10475,TST Respose 14,Someone who plays games freqently,28.0,neutral
stu_UAFAK64772,TST Respose 17,determined,41.0,positive
stu_JERPG96865,TST Respose 10,i like snakes,24.0,positive
stu_SBUBU63586,TST Respose 14,i am a dog mom,24.0,positive
stu_SBUBU63586,TST Respose 14,i am a dog mom,2.0,positive
stu_BCRYB29652,TST Respose 3,I'm a gamer.,28.0,positive
stu_CLLRZ76280,TST Respose 2,I like certain sports,29.0,positive
stu_CLLRZ76280,TST Respose 2,I like certain sports,24.0,positive
stu_RNIHY62490,TST Respose 9,I am a spiderman fan,28.0,positive
stu_UJNMI16598,TST Respose 9,Person,21.0,none
stu_MXNSB23169,TST Respose 15,I watch animae.,31.0,neutral
stu_RFRYE74718,TST Respose 10,I am 6th grader .,22.0,sixthgrader
stu_RFRYE74718,TST Respose 10,I am 6th grader .,4.0,child
stu_RFRYE74718,TST Respose 10,I am 6th grader .,14.0,neutral
stu_WCANG48942,TST Respose 15,I like water,24.0,positive
stu_FNVBP19615,TST Respose 8,I dont like writing a lot.,25.0,negative
stu_FNVBP19615,TST Respose 8,I dont like writing a lot.,24.0,negative
stu_FNVBP19615,TST Respose 15,I dont like to talk if I feel your not listening.,44.0,negative
stu_FNVBP19615,TST Respose 15,I dont like to talk if I feel your not listening.,24.0,negative
stu_MZIVN56293,TST Respose 4,im a 8th grader,22.0,eighthgrader
stu_MZIVN56293,TST Respose 4,im a 8th grader,4.0,child
stu_MZIVN56293,TST Respose 4,im a 8th grader,14.0,neutral
stu_NMWSA27732,TST Respose 1,I'm a girl,2.0,girl
stu_THKBG93560,TST Respose 19,I'm a middle child,12.0,neutral
stu_THKBG93560,TST Respose 19,I'm a middle child,4.0,child
stu_EUIXK95276,TST Respose 11,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",31.0,positive
stu_EUIXK95276,TST Respose 11,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",14.0,neutral
stu_EUIXK95276,TST Respose 11,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",24.0,positive
stu_EUIXK95276,TST Respose 11,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",26.0,positive
stu_EUIXK95276,TST Respose 11,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",29.0,positive
stu_ABSGH36082,TST Respose 20,I want to be as smart as a sciecntic.,41.0,positive
stu_WQGUY90279,TST Respose 17,Air,48.0,none
stu_GCHCS91000,TST Respose 1,a am a middile school student,22.0,middleschooler
stu_GCHCS91000,TST Respose 1,a am a middile school student,4.0,child
stu_GCHCS91000,TST Respose 1,a am a middile school student,14.0,neutral
stu_BESSB35006,TST Respose 13,i like to play fights with my sisters,24.0,positive
stu_BESSB35006,TST Respose 13,i like to play fights with my sisters,12.0,positive
stu_SQLXP95993,TST Respose 10,I like history class,25.0,positive
stu_SQLXP95993,TST Respose 10,I like history class,24.0,positive
stu_OAZKI17777,TST Respose 5,[LETTER OF NAME],5.0,none
stu_XHPVX80161,TST Respose 15,[SPECIAL CHARACTERS UNINTELLIGBLE] a scammer,48.0,none
stu_WDDQQ92015,TST Respose 9,i am a student,14.0,neutral
stu_DKGHS98193,TST Respose 13,im funny,44.0,positive
stu_PXDPN73068,TST Respose 3,I have good grades in english and social studies,43.0,positive
stu_PXDPN73068,TST Respose 3,I have good grades in english and social studies,14.0,positive
stu_PXDPN73068,TST Respose 3,I have good grades in english and social studies,25.0,positive
stu_CWJCN88700,TST Respose 3,I am the youngest child on my mom side,12.0,neutral
stu_CWJCN88700,TST Respose 3,I am the youngest child on my mom side,4.0,child
stu_CQRFU18177,TST Respose 20,and i love waching vidos,31.0,positive
stu_CQRFU18177,TST Respose 20,and i love waching vidos,24.0,positive
stu_SJNFF34466,TST Respose 17,im drake,48.0,none
stu_XXEBH66449,TST Respose 10,I am a student,14.0,neutral
stu_DHTXQ91573,TST Respose 12,I am a students from 6 grades,22.0,sixthgrader
stu_DHTXQ91573,TST Respose 12,I am a students from 6 grades,4.0,child
stu_DHTXQ91573,TST Respose 12,I am a students from 6 grades,14.0,neutral
stu_NWRRN03456,TST Respose 17,I am self-suffient.,43.0,positive
stu_NJZBY59884,TST Respose 14,i talk alot,44.0,neutral
stu_NMWSA27732,TST Respose 6,I'm half Spanish and half Brazilian,7.0,spanish and brazilian
stu_HMQRZ27503,TST Respose 4,I am sicence guy,25.0,positive
stu_HMQRZ27503,TST Respose 4,I am sicence guy,2.0,boy
stu_CNIFN64507,TST Respose 11,im a girl,2.0,girl
stu_PKXZK94759,TST Respose 11,I'm somebody who likes to use Roblox,28.0,positive
stu_PKXZK94759,TST Respose 11,I'm somebody who likes to use Roblox,24.0,positive
stu_EHXGF51692,TST Respose 6,I am a [SCHOOL NAME + MASCOT].,13.0,neutral
stu_QOGPO20181,TST Respose 18,l have brown eyes.,34.0,neutral
stu_BESSB35006,TST Respose 7,I like to hang out with my friends,24.0,positive
stu_BESSB35006,TST Respose 7,I like to hang out with my friends,10.0,positive
stu_IIOVZ06372,TST Respose 9,I like summer,24.0,positive
stu_YBWGX96937,TST Respose 11,i like box,24.0,positive
stu_SQLXP95993,TST Respose 4,I am a girl,2.0,girl
stu_OFWAG94272,TST Respose 10,I like basketball,29.0,positive
stu_OFWAG94272,TST Respose 10,I like basketball,24.0,positive
stu_QPHPK12517,TST Respose 14,best fortnite player,28.0,positive
stu_FBOFA96484,TST Respose 17,i am a person that likes math.,25.0,positive
stu_FBOFA96484,TST Respose 17,i am a person that likes math.,21.0,none
stu_FBOFA96484,TST Respose 17,i am a person that likes math.,24.0,positive
stu_YXJEP22115,TST Respose 13,I am good at cheer,29.0,positive
stu_OCRTY88035,TST Respose 3,I am the middle child.,12.0,neutral
stu_OCRTY88035,TST Respose 3,I am the middle child.,4.0,child
stu_NYHDW07721,TST Respose 7,Daughter of [FIRST LAST NAME],12.0,neutral
stu_NYHDW07721,TST Respose 7,Daughter of [FIRST LAST NAME],2.0,girl
stu_ERQCY81201,TST Respose 20,I am [FIRST MIDDLE LAST NAME],5.0,none
stu_PXDPN73068,TST Respose 16,My favorite artist is Pure O Juice.,24.0,positive
stu_NYHDW07721,TST Respose 4,Little sister of [FIRST LAST NAME],12.0,neutral
stu_NYHDW07721,TST Respose 4,Little sister of [FIRST LAST NAME],2.0,girl
stu_RFRYE74718,TST Respose 4,I am an athlete.,29.0,neutral
stu_UEVQJ25414,TST Respose 13,i play soccer,29.0,neutral
stu_PUHUL75671,TST Respose 7,I am me,19.0,none
stu_DKGHS98193,TST Respose 2,from [CITY],9.0,city
stu_YSQPA55709,TST Respose 11,im short,35.0,neutral
stu_UEDQL23543,TST Respose 7,respectful,44.0,positive
stu_JOKOV89559,TST Respose 5,I am someone who is play full when I get to know you,44.0,neutral
stu_RFRYE74718,TST Respose 2,I am Cape Verdean.,7.0,cape verdean
stu_SULZI60933,TST Respose 10,I'm mix black and whit,6.0,black and white mixed
stu_HXXCS05602,TST Respose 18,i'm a daughter,2.0,girl
stu_IGWBR81023,TST Respose 15,i find math challenging sometimes,25.0,neutral
stu_DZJHT48666,TST Respose 8,I like food,24.0,positive
stu_UEDQL23543,TST Respose 10,cape verdean,7.0,cape verdean
stu_PSHPN85751,TST Respose 17,bye,48.0,none
stu_MMNSJ38829,TST Respose 11,I like to participate in Musicals/plays.,26.0,positive
stu_MMNSJ38829,TST Respose 11,I like to participate in Musicals/plays.,24.0,positive
stu_FUILC09238,TST Respose 16,my favorite hoodie brand is essentials,24.0,positive
stu_EQSJM78476,TST Respose 15,i like watermelon,24.0,positive
stu_NWRRC44615,TST Respose 13,i like talkies,24.0,positive
stu_YXBHV58732,TST Respose 10,I like to get awards for being a good student,24.0,positive
stu_YXBHV58732,TST Respose 10,I like to get awards for being a good student,14.0,positive
stu_YBWGX96937,TST Respose 20,i am boy,2.0,boy
stu_ECYEC76336,TST Respose 20,I am a summer/spring person,22.0,summer/springperson
stu_ECYEC76336,TST Respose 20,I am a summer/spring person,21.0,none
stu_MXNSB23169,TST Respose 14,I am level 5000 in fortnite.,28.0,neutral
stu_FASQN45304,TST Respose 6,I am a 6th grader.,22.0,sixthgrader
stu_FASQN45304,TST Respose 6,I am a 6th grader.,4.0,child
stu_FASQN45304,TST Respose 6,I am a 6th grader.,14.0,neutral
stu_PYEUW09959,TST Respose 3,I like to play volleyball,29.0,positive
stu_PYEUW09959,TST Respose 3,I like to play volleyball,24.0,positive
stu_RDOVU20570,TST Respose 7,I like the beaches,24.0,positive
stu_FSPCV10901,TST Respose 1,My name is [FIRST NAME] but my nickname is [NICKNAME].,5.0,none
stu_FQKSK24193,TST Respose 14,i will be 6 feet or taller,35.0,neutral
stu_QOGPO20181,TST Respose 19,My favorite Shoes is Jordans,24.0,positive
stu_EJIML93711,TST Respose 5,I speak English,25.0,neutral
stu_EJIML93711,TST Respose 5,I speak English,22.0,speaksenglish
stu_CLLRZ76280,TST Respose 19,my favorite season is summer,24.0,positive
stu_IIOVZ06372,TST Respose 1,I like hanging out with friends,24.0,positive
stu_IIOVZ06372,TST Respose 1,I like hanging out with friends,10.0,positive
stu_BJJXN95776,TST Respose 16,I like soda,24.0,positive
stu_GXIYC47970,TST Respose 1,I am a student and a soccer player,29.0,neutral
stu_GXIYC47970,TST Respose 1,I am a student and a soccer player,14.0,neutral
stu_PKXZK94759,TST Respose 7,My favorite color is pink,24.0,positive
stu_JTZYY08754,TST Respose 17,i hate everyone but my mom and sisters and bothers,24.0,negative
stu_JTZYY08754,TST Respose 17,i hate everyone but my mom and sisters and bothers,12.0,positive
stu_WEADW20158,TST Respose 10,i love school,24.0,positive
stu_WEADW20158,TST Respose 10,i love school,14.0,positive
stu_MZIVN56293,TST Respose 18,i play basket ball for fun,29.0,positive
stu_UTXBZ05806,TST Respose 17,i am someone who loves watermelon and mango,24.0,positive
stu_GXIYC47970,TST Respose 20,i love fried rice,24.0,positive
stu_HXXCS05602,TST Respose 14,i'm smart,43.0,positive
stu_QQAHK93946,TST Respose 8,I understand vietnamese,25.0,neutral
stu_QQAHK93946,TST Respose 8,I understand vietnamese,22.0,understandsvietnamese
stu_NJZBY59884,TST Respose 17,i like ja morent and lebron james,24.0,positive
stu_STIXI97047,TST Respose 16,I am [LAST NAME].,5.0,none
stu_UYFTQ45542,TST Respose 9,i am a fighting type game liker,28.0,positive
stu_UYFTQ45542,TST Respose 9,i am a fighting type game liker,24.0,positive
stu_STIXI97047,TST Respose 17,I am [FIRST NAME].,5.0,none
stu_EUWJA76858,TST Respose 17,I like makeup.,30.0,positive
stu_EUWJA76858,TST Respose 17,I like makeup.,24.0,positive
stu_JOVOI38701,TST Respose 12,I am someone who likes milkshakes.,24.0,positive
stu_GXMFA19655,TST Respose 13,i am kind,44.0,positive
stu_JUQPD47363,TST Respose 13,I am not fond of computer work.,27.0,negative
stu_JUQPD47363,TST Respose 13,I am not fond of computer work.,24.0,negative
stu_ROXAU39801,TST Respose 3,I am a brother,12.0,neutral
stu_ROXAU39801,TST Respose 3,I am a brother,2.0,boy
stu_FQEST23326,TST Respose 15,a website creator,27.0,neutral
stu_RDOVU20570,TST Respose 17,I am a sister,12.0,neutral
stu_RDOVU20570,TST Respose 17,I am a sister,2.0,girl
stu_PXDPN73068,TST Respose 8,I am 11,4.0,11
stu_SBUBU63586,TST Respose 19,i am a human,21.0,none
stu_VFKRH03938,TST Respose 7,i love my family,24.0,positive
stu_VFKRH03938,TST Respose 7,i love my family,12.0,positive
stu_PUHUL75671,TST Respose 6,I am from [CITY],9.0,city
stu_WTRMC77187,TST Respose 11,i like to do beach ball,29.0,positive
stu_WTRMC77187,TST Respose 11,i like to do beach ball,24.0,positive
stu_KWMWG76590,TST Respose 8,i like cares,48.0,none
stu_YGBLH44260,TST Respose 7,I am somebody that has trouble paying attention.,45.0,neutral
stu_IGWBR81023,TST Respose 12,i am size 4 in shoes,35.0,neutral
stu_STIXI97047,TST Respose 12,I am [LAST NAME] .,5.0,none
stu_CTAZU65504,TST Respose 13,I run track,29.0,neutral
stu_WXAMH04104,TST Respose 7,i like drawing,26.0,positive
stu_WXAMH04104,TST Respose 7,i like drawing,24.0,positive
stu_DJCZE13885,TST Respose 9,I am Haitian and Russian.,7.0,haitian and russian
stu_UJNMI16598,TST Respose 16,Italian,7.0,italian
stu_MIJEQ06664,TST Respose 16,I like my sis,24.0,positive
stu_MIJEQ06664,TST Respose 16,I like my sis,12.0,positive
stu_CWQDV67579,TST Respose 15,I like science,25.0,positive
stu_CWQDV67579,TST Respose 15,I like science,24.0,positive
stu_LKAAV41369,TST Respose 20,i like birds,24.0,positive
stu_PYEUW09959,TST Respose 7,I like to watch horror and thriller movies,31.0,positive
stu_PYEUW09959,TST Respose 7,I like to watch horror and thriller movies,24.0,positive
stu_SIWRL23181,TST Respose 11,i am motivated,41.0,positive
stu_SOWGI28002,TST Respose 11,I am someone loves walking with my friends,24.0,positive
stu_SOWGI28002,TST Respose 11,I am someone loves walking with my friends,10.0,positive
stu_HEPWQ98561,TST Respose 17,"i love my best friend, shes half of my cousin",24.0,positive
stu_HEPWQ98561,TST Respose 17,"i love my best friend, shes half of my cousin",10.0,positive
stu_HEPWQ98561,TST Respose 17,"i love my best friend, shes half of my cousin",12.0,positive
stu_LTSJK02079,TST Respose 9,I like cheetahs,24.0,positive
stu_CINVJ49388,TST Respose 19,i am haitian,7.0,haitian
stu_LKAAV41369,TST Respose 16,i have black hair,35.0,neutral
stu_MMNSJ38829,TST Respose 3,I like to be explained why I am wrong.,43.0,positive
stu_MMNSJ38829,TST Respose 3,I like to be explained why I am wrong.,24.0,positive
stu_RUZUK44953,TST Respose 4,I am a person who kind of likes work,24.0,positive
stu_RUZUK44953,TST Respose 4,I am a person who kind of likes work,21.0,positive
stu_VTRUH97046,TST Respose 5,I am 12 years old.,4.0,12
stu_QPHPK12517,TST Respose 10,i am tall,35.0,neutral
stu_MMNSJ38829,TST Respose 12,I like to watch Miraculous ladybug.,31.0,positive
stu_MMNSJ38829,TST Respose 12,I like to watch Miraculous ladybug.,24.0,positive
stu_PJCOJ15115,TST Respose 18,I am fast,43.0,positive
stu_THKBG93560,TST Respose 5,I'm not a supporter of LGTBQ.,23.0,anti-lgbtq
stu_EUWJA76858,TST Respose 1,I am [FIRST NAME].,5.0,none
stu_RUZUK44953,TST Respose 18,I am someone who sometimes speaks another language at home but is not fluent at it,25.0,neutral
stu_RUZUK44953,TST Respose 18,I am someone who sometimes speaks another language at home but is not fluent at it,22.0,speaksanotherlanguage
stu_FPTDO32773,TST Respose 16,Loyal,43.0,positive
stu_PSHPN85751,TST Respose 4,im a soccer player,29.0,neutral
stu_PJCOJ15115,TST Respose 12,I am a nike merchant,13.0,neutral
stu_XHGVP79664,TST Respose 5,Im european,8.0,european
stu_BDAZF88230,TST Respose 9,I am a risktaker,42.0,neutral
stu_YBWGX96937,TST Respose 7,i not like SOCIAL STUDIE,25.0,negative
stu_YBWGX96937,TST Respose 7,i not like SOCIAL STUDIE,24.0,negative
stu_FQKSK24193,TST Respose 3,i like to swim,29.0,positive
stu_FQKSK24193,TST Respose 3,i like to swim,24.0,positive
stu_YXBHV58732,TST Respose 6,I like reading,25.0,positive
stu_YXBHV58732,TST Respose 6,I like reading,24.0,positive
stu_KGOWI06896,TST Respose 18,I like to be cozy,24.0,positive
stu_CPAQO78519,TST Respose 18,I am someone who likes to play jepordy,28.0,positive
stu_CPAQO78519,TST Respose 18,I am someone who likes to play jepordy,24.0,positive
stu_ROXAU39801,TST Respose 12,I am a Haitian American,8.0,american
stu_ROXAU39801,TST Respose 12,I am a Haitian American,7.0,haitian
stu_OAZKI17777,TST Respose 2,An artist,26.0,neutral
stu_QQAHK93946,TST Respose 12,I can write in other langues,43.0,positive
stu_GXMFA19655,TST Respose 14,i wanna be a docter,13.0,neutral
stu_EJIML93711,TST Respose 2,I like pink,24.0,positive
stu_MKEGQ97127,TST Respose 11,I'm a neat looking person,35.0,positive
stu_WBAVA84528,TST Respose 9,i like the waterslides,24.0,positive
stu_MXNSB23169,TST Respose 9,I speak fluent yapanness.,44.0,neutral
stu_YXBHV58732,TST Respose 7,I like doing matha,25.0,positive
stu_YXBHV58732,TST Respose 7,I like doing matha,24.0,positive
stu_MKEGQ97127,TST Respose 12,I'm a brown eyed person,35.0,neutral
stu_MKEGQ97127,TST Respose 12,I'm a brown eyed person,21.0,none
stu_MTCIM85775,TST Respose 16,A student,14.0,neutral
stu_SULZI60933,TST Respose 13,i have brown eyes,35.0,neutral
stu_UEYTM01990,TST Respose 6,I try to have good grades,43.0,positive
stu_UEYTM01990,TST Respose 6,I try to have good grades,14.0,positive
stu_UEYTM01990,TST Respose 6,I try to have good grades,25.0,positive
stu_CTAZU65504,TST Respose 7,I am babysitter,13.0,neutral
stu_NRKZA72454,TST Respose 12,I love my phone and being on it.,27.0,positive
stu_NRKZA72454,TST Respose 12,I love my phone and being on it.,24.0,positive
stu_RSKDK68207,TST Respose 6,I like the color pink.,24.0,positive
stu_HBPKA70291,TST Respose 4,cape verdan,7.0,cape verdean
stu_TSQUQ54202,TST Respose 14,I am myself.,19.0,none
stu_CWQDV67579,TST Respose 6,I like gym,29.0,positive
stu_CWQDV67579,TST Respose 6,I like gym,24.0,positive
stu_WDDQQ92015,TST Respose 8,i am a student,14.0,neutral
stu_NWRRN03456,TST Respose 2,I have 9555 coins on MATH Stream,47.0,neutral
stu_LJAAE92948,TST Respose 16,I have 2 step brothers,12.0,neutral
stu_UEYTM01990,TST Respose 1,I play softball,29.0,neutral
stu_WXAMH04104,TST Respose 1,im am male,1.0,m
stu_VQFBG95862,TST Respose 8,i am a helping person,44.0,positive
stu_VQFBG95862,TST Respose 8,i am a helping person,21.0,none
stu_LDUML32113,TST Respose 5,im an only child,12.0,neutral
stu_LDUML32113,TST Respose 5,im an only child,4.0,child
stu_BDAZF88230,TST Respose 5,I am the youngest child,12.0,neutral
stu_VQFBG95862,TST Respose 6,i am a respectfully person,44.0,positive
stu_VQFBG95862,TST Respose 6,i am a respectfully person,21.0,none
stu_YSQPA55709,TST Respose 1,im a 12 year old north student,14.0,neutral
stu_YSQPA55709,TST Respose 1,im a 12 year old north student,4.0,12
stu_TYPZX10676,TST Respose 9,i like when they give rewards,24.0,positive
stu_ORUUL82324,TST Respose 11,I like to listen to music when i'm sad,45.0,neutral
stu_ORUUL82324,TST Respose 11,I like to listen to music when i'm sad,24.0,positive
stu_ORUUL82324,TST Respose 11,I like to listen to music when i'm sad,31.0,positive
stu_FTOYB42084,TST Respose 10,im responsible,43.0,positive
stu_OCRTY88035,TST Respose 16,I am someone that want to go to waterwizz.,47.0,neutral
stu_FSPCV10901,TST Respose 6,I am a gamer.,28.0,positive
stu_EQSJM78476,TST Respose 14,I like doritoes,24.0,positive
stu_MXNSB23169,TST Respose 11,I dont like school.,24.0,negative
stu_MXNSB23169,TST Respose 11,I dont like school.,14.0,negative
stu_PKXZK94759,TST Respose 17,I love jewlery,30.0,positive
stu_PKXZK94759,TST Respose 17,I love jewlery,24.0,positive
stu_CDGKD03653,TST Respose 18,i like basketball,29.0,positive
stu_CDGKD03653,TST Respose 18,i like basketball,24.0,positive
stu_NWVEW24693,TST Respose 20,my middle name is [MIDDLE NAME],5.0,none
stu_CJHBB29429,TST Respose 20,My favorite vegetable is cucumber with salt,24.0,positive
stu_XKMAG80800,TST Respose 14,I like food,24.0,positive
stu_UHXBA77476,TST Respose 6,I like to travel,31.0,positive
stu_UHXBA77476,TST Respose 6,I like to travel,24.0,positive
stu_JUQPD47363,TST Respose 18,I am asthmatic.,36.0,negative
stu_RUZUK44953,TST Respose 20,I am someone with perseverance.,41.0,positive
stu_XHGVP79664,TST Respose 18,I like space,44.0,positive
stu_XHGVP79664,TST Respose 18,I like space,24.0,positive
stu_CULOH75877,TST Respose 16,I play basketball,29.0,neutral
stu_CTAZU65504,TST Respose 8,I am the oldest child,4.0,child
stu_MKEGQ97127,TST Respose 2,I'm short,35.0,neutral
stu_CJHBB29429,TST Respose 18,I want to be a professional basketball player,29.0,neutral
stu_CJHBB29429,TST Respose 18,I want to be a professional basketball player,13.0,neutral
stu_RDOVU20570,TST Respose 4,I am someone who likes to read,25.0,positive
stu_RDOVU20570,TST Respose 4,I am someone who likes to read,24.0,positive
